Year,Month,Month_Number,Product,Region,Sales_Amount,Cost_Amount,Profit
2024,June,6,Mobile,West,85392,43477,41915
2024,June,6,Tablet,North,12719,55119,-42400
2024,June,6,Tablet,South,98117,58832,39285
2024,June,6,Tablet,East,45325,42764,2561
2024,June,6,Tablet,West,15273,55011,-39738
2024,June,6,Headphones,North,32962,35834,-2872
2024,June,6,Headphones,South,78021,47697,30324
2024,June,6,Headphones,East,67963,65035,2928
2024,June,6,Headphones,West,46458,16894,29564
2024,June,6,Smartwatch,North,86720,33566,53154
2024,June,6,Smartwatch,South,93202,58362,34840
2024,June,6,Smartwatch,East,74451,68508,5943
2024,June,6,Smartwatch,West,21959,35802,-13843
2024,July,7,Laptop,North,55607,31761,23846
2024,July,7,Laptop,South,53687,26040,27647
2024,July,7,Laptop,East,97835,11855,85980
2024,July,7,Laptop,West,31079,26614,4465
2024,July,7,Mobile,North,63955,50460,13495
2024,July,7,Mobile,South,74942,23888,51054
2024,July,7,Mobile,East,96846,66944,29902
2024,July,7,Mobile,West,62488,58317,4171
2024,July,7,Tablet,North,82102,7404,74698
2024,July,7,Tablet,South,69614,10771,58843
2024,July,7,Tablet,East,51224,21541,29683
2024,July,7,Tablet,West,52372,12597,39775
2024,July,7,Headphones,North,62976,61682,1294
2024,July,7,Headphones,South,77449,59062,18387
2024,July,7,Headphones,East,10150,48100,-37950
2024,July,7,Headphones,West,81118,35276,45842
2024,July,7,Smartwatch,North,64165,8552,55613
2024,July,7,Smartwatch,South,34586,38976,-4390
2024,July,7,Smartwatch,East,57419,45804,11615
2024,July,7,Smartwatch,West,75338,45986,29352
2024,August,8,Laptop,North,67939,54806,13133
2024,August,8,Laptop,South,16764,18340,-1576
2024,August,8,Laptop,East,45003,40993,4010
2024,August,8,Laptop,West,27172,65795,-38623
2024,August,8,Mobile,North,47752,33712,14040
2024,August,8,Mobile,South,73532,12957,60575
